cluster,topk_rank,ad_archive_id,probability,page_name,ad_creative_bodies
11,5,1224317745424537,1.0,"Agri-Pulse Communications, Inc.","The race is on to pass a farm bill extension before the end of the year after Senate Ag Committee Chair Debbie Stabenow released her farm bill text this week and it was rejected by Republicans. We asked @[100044170972275:2048:Senator Jerry Moran], R-Kan., about the future of the farm bill and prospects for a package of market loss relief and disaster aid in December.

Then, @[100049058211998:2048:National Association of State Departments of Agriculture (NASDA)] RJ Karney and @[100064542800088:2048:National Farmers Union] Aaron Shier discuss what agriculture can expect from the Trump administration.

Want to receive Newsmakers in your inbox every week? Sign up for free! http://eepurl.com/hTgSAD

#agriculture #FarmBill #TrumpPresidency #DisasterRelief"
12,1,1597183867649262,1.0,Union City Farm,"One of the reasons I wanted to share my mushrooms with the community was not just because they are delicious and truly uhmazing to add to anyone’s diet, but I went down the rabbit hole of learning how our food is actually getting to our tables. 

From the use of preservatives, fungicides, insecticides, and many other ‘sides of the food industry, I had learned enough to know the only way to truly get the nutrition we need and can trust is to grow it ourselves! 

Even the use of plastics to prevent molding along with shipping costs from being shipped all over the world, causing pollution and toxic fumes into the environment from processing and shipping….ughh

These are just some of the reasons why shopping local is so important, your not only getting the freshest high quality ingredients grown from your local area, your helping the environment and all of us small farmers who are trying to make a difference. So please help us move the needle from the big box stores to the small guys so we can have more quality instead of quantity, and please support your local farms!! We need you!! Mush love 💕 🤟"
12,2,1478921949930127,1.0,World Food Programme,"A resilient food system means more than full plates—it means healthy diets, economic growth, and environmental sustainability.

At WFP, we see what happens when #FoodSystems break. We also see the difference when they are rebuilt stronger.

In fragile and crisis-hit areas, WFP bridges humanitarian response with long-term transformation—investing in local markets, supporting smallholder famers and working side-by-side with governments and the private sector.

As the world rallies around the UN Food Systems Summit, WFP brings expertise to the table: a voice rooted in lived experience, local partnerships and data-driven solutions.

WFP's Marco Cavalcante explains how we work to support and strengthen the systems that reduce hunger and nourish communities."
12,3,2530501287297561,1.0,Friends of Sustainable Agriculture,"It's summer, and that means that the 8700 farmers markets in the US are open and thriving. However, only 8% of people go regularly! Why are they missing out? Find out more here: https://www.sustainableagriculture.eco/post/it-s-farmers-market-season"
12,4,751366664308017,1.0,King Conservation District,"Upcoming information session for KCD's Regional Food Systems Grant at Noon on Wednesday, July 23. 

We are currently accepting applications for this grant, seeking to support projects that strengthen the local food system in King County and advance climate resilience, food access, and community equity. 

Grant awards range from $25,000 to $100,000, with $440,000 in total funding available. The maximum project period is two years starting in January 2026. 
We invite proposals that align with one or more of the following: 

Climate-Smart Agricultural Practices 
Projects that build resilience to climate change through improved soil health, irrigation and energy efficiency, shared equipment, and more. 

Produce Quality and Health 
Projects that improve post-harvest handling, storage, and food safety to maintain quality and protect consumer health. 

Capacity Building for Resiliency 
Projects that strengthen organizational capacity, partnerships, and long-term viability, especially for those impacted by funding disruptions. 

Link in bio. Learn more and apply!

#regionalfoodsystems #farmsandfood #communitygrants #kingcd #kcd"
12,5,727974376391647,1.0,Food & Trees for Africa,"This #YouthDay, Food & Trees for Africa (FTA) is shining a spotlight on the young changemakers growing a greener, more food-secure future through FTA's @[100064278745625:2048:EduPlant]  Programme.

Through practical gardening and agroecological education, these learners are developing the skills to strengthen local food systems, build community resilience, and contribute to long-term wellbeing.

Their efforts align with the United Nations Sustainable Development Goals (specifically SDG 2: Zero Hunger and SDG 11: Sustainable Cities and Communities) by promoting local food production as a powerful driver of equity and sustainability.

Watch some of their insights and be inspired by the youth planting the seeds of long-term food security and environmental care.

#FoodSecurity #SustainableDevelopment #LocalFoodSystems"
13,1,650080101281026,1.0,Dairy4Good,"🌎: Did you know animal agriculture is part of the climate solution?

➡️: Farmers recycle manure into natural fertilizer to enrich the soil. 🌱
➡️: Dairy farms use water multiple times before it leaves the farm. 🚰
➡️: Many farms use renewable energy like methane digesters. ⚡

NY farmers are working toward a more sustainable future! ♻️🐄"
13,2,516100281040177,1.0,Organic Consumers Association,"Vandana Shiva and Alan Savory are two of the most renown advocates of regenerative agriculture and land restoration to build soil health and realize the potential of capturing and storing carbon as a solution for climate change. 
Here are some brief clips from their interviews on our upcoming People’s Food Summit.

We hope you’ll join us for the fourth annual People’s Food Summit: https://regenerationinternational.org/peoples-food-summit-2024"
13,3,1789344035800381,1.0,Bloomberg,"Over the past four decades, US soybean farmers have significantly reduced their environmental impact, and are working to achieve even higher targets for sustainability outcomes by 2030. Presented by CME Group"
13,4,1107979264416326,1.0,Bayer U.S.,"Learn about one breakthrough agricultural tool that helps farmers fight weeds, boost crop yields, and keep food affordable for American families."
13,5,985708509969266,1.0,EOS Data Analytics,"🔹 Sustainable agriculture is actively advancing worldwide, including Ukraine. Our company partner is developing new plant hybrids, plant protection products, growth biostimulants, and particular bacteria. These innovations help farmers care for the soil, reduce greenhouse gas emissions, and increase crop yields.

Until 2022, drones were used to monitor test fields, but the war severely restricted flights. At the end of 2022, the agronomy team switched to satellite monitoring using the EOSDA Crop Monitoring platform. This innovative solution overcame the challenge of restricted drone flights and proved valuable for analyzing field productivity, selecting plots, and achieving our long-term goals.

The main challenge was that restricted drone flights due to the war made monitoring experimental fields difficult. However, switching to satellite monitoring with the EOSDA Crop Monitoring platform helped optimize field trials, improve product performance assessment, and strengthen the focus on sustainable practices.

Learn more about this vital experience on our blog: https://bit.ly/3WU7aYW"
14,1,1080033830149332,1.0,Hays Dems,"Democrats know climate change is a threat to our future.
Republicans believe climate change is a hoax.

Early Voting is October 21st - November 1st.
Election Day is Tuesday November 5th.

Click the ""Learn More"" button for a list of Hays County polling locations."
14,2,1742044409948425,1.0,Climate Power,"This November, our future is on the ballot. Lowering costs, addressing climate change, creating clean energy jobs, and slashing pollution all depend on who we send to the White House. 

Climate Power is working to mobilize voters to elect climate candidates with a proven track record of putting families first on the ballot. Chip in to Climate Power today to protect our climate progress these next four years and beyond >>"
14,3,1595218908061224,1.0,Vermont Climate and Health Alliance,"Your vote matters! 

If you care about the health of your families and communities, you need to vote for leaders who will act on climate change. As we are seeing all over the United States, switching to a new clean energy economy is a powerful economic engine that creates high-paying, sustainable jobs.

If you’re not sure which candidates in national and state elections are likely to vote for smart, high impact ideas, take a look at the ""Scorecards"" on national League of Conservation Voters website ( www.lcv.org ), and your state chapter of LCV website. You can see the voting track records of candidates there.

Doctors and nurses recognize that climate change is a health emergency that threatens the people and places we love. We all want the freedom to breathe clean air and a safe climate for our families. The good news is that we already have the solutions to transition rapidly to a new clean energy economy (For example, head to the Project Drawdown website: www.drawdown.org ).

Vote for candidates up and down the ballot who prioritize strong action!"
14,4,902260085300610,1.0,Sunrise Movement,"We’re voting to win back our future. Make a pledge to vote at sunrise.vote, and vote pro-climate candidates up and down the ballot!,We’re voting to win back our future. Make a pledge to vote at sunrise.vote, and vote Kamala/Walz and other pro-climate candidates up and down the ballot!,We’re voting to win back our future. Make a pledge to vote at sunrise.vote, and vote Kamala/Walz and other pro-climate candidates up and down the ballot!"
14,5,1038786224718105,1.0,Krista Laine for Austin District 6,"Climate change is real and I support Austin's climate goals. Utility resiliency is top of mind for District 6 after lost power, a failed wastewater station, and water main breaks. 

Vote down the whole ballot – From Kamala to Krista!"
15,1,563821853425084,1.0,Hooligan's Learning Academy,"⚠️ NOTICE: Indiana's CCDF reimbursement rate reductions will have a far-reaching impact on ALL families, affecting not only their wallets but also their access to quality childcare. The consequences are multifaceted: higher out-of-pocket expenses will strain family budgets, limited provider options will reduce flexibility, and potential closures will leave many without a safe and nurturing environment for their children. Let us unite with childcare providers to ensure high-quality care for our communities' children, providing them with the foundation they need to thrive. By standing together, we can advocate for policies that support our most vulnerable populations and create a brighter future for generations to come. 👫

The following email was received by all providers around 9:30 this morning: 
Today, the Indiana Family and Social Services Administration's Office of Early Childhood and Out-of-School Learning (OECOSL) announced revised Child Care and Development Fund (CCDF) voucher reimbursement rates. These adjustments address a $225 million funding gap through 2026 created by the prior administration's unsustainable use of temporary COVID relief funds and ensure continued compliance with federal requirements.

To establish equitable rates, OECOSL received surveys from 25 percent of licensed child care providers and analyzed their cost data, arriving at reimbursement levels that reflect current operating realities.

""We made this decision to protect the children and families that depend on CCDF vouchers. There is only one pot of money – we could either protect providers or kids, and we chose kids,"" said Adam Alson, Director of OECOSL.

As of July, approximately 55,000 Hoosier children rely on CCDF vouchers—a decrease from the December 2024 peak of 68,000, yet still markedly above the pre-pandemic average of 35,000 recipients.

These rate changes prevent disruptions to voucher access and maintain federal compliance by establishing sustainable rates:

Infants (0–12 months): 10 percent decrease
Toddlers (13–36 months): 10 percent decrease
Preschoolers (3–5 years): 15 percent decrease
School-Age Children (K–12): 35 percent decrease

This has also been covered by WISHTV, follow the link for their coverage. https://www.wishtv.com/news/indiana-child-care-reimbursement-cuts/?utm_medium=social&utm_source=facebook_WISH-TV&fbclid=IwY2xjawMmrbFleHRuA2FlbQIxMQBicmlkETFTZ3NmZ0xzeGp1Q2VPS1g3AR4cmdc0ecRCTWRgYZMACy6Eko0uRT2LWlqxHc_k8gI4wGndsWZFOlaBH225ZA_aem_IIXKm8j5WAhH97qXjGONcw"
15,2,24897275603230574,1.0,Ann Wagner,Ann Wagner is working to strengthen and secure Medicaid and make sure families get the help they need — especially seniors and those facing long wait times. Commonsense work requirements will help keep Medicaid sustainable while prioritizing care for our most vulnerable.
15,3,1440641873909010,1.0,Concerned Veterans for America,"The OBBB prioritized programs like Medicaid and SNAP, making sure they remain accessible to those who depend on them."
15,4,742046611917328,1.0,Campaign for Sustainable Rx Pricing,High Rx drug prices aren't an accident – they're the result of Big Pharma's monopoly pricing power. Tell Congress: hold them accountable.
15,5,573153275875680,1.0,Campaign for Sustainable Rx Pricing,YOUR OPINION IS CRITICAL! Hold Big Pharma accountable for its egregious patent abuse.
16,1,417398607621546,1.0,Fundación Charles Darwin,"The CDF conducted an initial assessment of mangroves’ economic value, which amounts to more than US$70 million, highlighting their outstanding conservation significance.,The CDF conducted an initial assessment of mangroves’ economic value, which amounts to more than US$70 million, highlighting their outstanding conservation significance."
16,2,3566103307018537,1.0,The Moore Charitable Foundation,"Did you know that Panama's Gulf of Chiriquí is home to one of Central America's richest mangrove forests? This region covers thousands of hectares of mangroves, which are essential to the local ecosystem.  

These types of wetlands serve as vital habitats for a diverse array of wildlife, such as leatherback sea turtles, howler monkeys, and herons. 🐢🐒 However, this unique ecosystem faces threats from deforestation and #climatechange.   

Protecting the Gulf of Chiriquí's mangroves means safeguarding #biodiversity and our planet. Take action by supporting #conservation organizations, choosing #sustainable products, and spreading awareness! 💚🌎"
16,3,1012030717394513,1.0,Fundación Charles Darwin,"Can we afford to lose one of our best defenses against climate change? 🌍 Galapagos mangroves store vast amounts of CO2 and protect 70+ threatened species. Without them, coastlines face erosion and storms, and climate risks grow. Join us to protect these vital ecosystems and show the world their irreplaceable role for mankind. Protect Galapagos, Impact the World. 🌿💙

Donate Today.

 #SaveMangroves #GalapagosConservation #ClimateAction #ProtectOurPlanet,Can we afford to lose one of our best defenses against climate change? 🌍 Galapagos mangroves store vast amounts of CO2 and protect 70+ threatened species. Without them, coastlines face erosion and storms, and climate risks grow. Join us to protect these vital ecosystems and show the world their irreplaceable role for mankind. Protect Galapagos, Impact the World. 🌿💙

Donate Today.

 #SaveMangroves #GalapagosConservation #ClimateAction #ProtectOurPlanet,Can we afford to lose one of our best defenses against climate change? 🌍 Galapagos mangroves store vast amounts of CO2 and protect 70+ threatened species. Without them, coastlines face erosion and storms, and climate risks grow. Join us to protect these vital ecosystems and show the world their irreplaceable role for mankind. Protect Galapagos, Impact the World. 🌿💙

Donate Today.

 #SaveMangroves #GalapagosConservation #ClimateAction #ProtectOurPlanet"
16,4,779567974996529,1.0,Seatrees,"From your phone to the shore - plant mangroves and protect oceans.,From your phone to the shore - plant mangroves and protect oceans.,From your phone to the shore - plant mangroves and protect oceans.,From your phone to the shore - plant mangroves and protect oceans."
16,5,1421074985645033,1.0,Seatrees,"Restore coral reefs and protect marine life. Every tree and coral you plant helps heal our oceans.,Restore coral reefs and protect marine life. Every tree and coral you plant helps heal our oceans."
17,1,1135111281830445,1.0,The Petroleum Alliance of Oklahoma,"This room of oil and gas industry pros just got a lot smarter. 🧠 ✅ 

Thank you to all who joined us at The Petroleum Alliance HQ for our Emission Reduction Technology Showcase, including our amazing lineup of speakers!"
17,2,710533064808186,1.0,The Petroleum Alliance of Oklahoma,"Do you like... 

💡 Industry Insights
🤝 Unparalleled Networking Opportunities 
📢 Advocacy in Action
😎 Exclusive Events

Then you are going to LOVE the Petroleum Alliance Annual Meeting! Be part of the conversation. Be part of the future. Join us June 3-6 at the @ritzcarltonlascolinas, and help us drive the success of Oklahoma’s oil and natural gas industry.

➡️ Register, reserve your hotel room and learn more about sponsorships: https://bit.ly/3Y2x6D7"
17,3,712130181182638,1.0,The Petroleum Alliance of Oklahoma,"📣 Annual Meeting Speaker Highlight 📣

Who: Missi Currier - @nmoilandgas, Ron Ness - North Dakota Petroleum Council, Pete Obermueller - Petroleum Association of Wyoming 
Topic: An Update from New Mexico, North Dakota and Wyoming

We're beyond excited to be joined by Missi, Ron and Pete to hear industry updates from their states and beyond! 💪 

Secure your spot. [link in bio]"
17,4,2340403343082739,1.0,The Petroleum Alliance of Oklahoma,"📣 Annual Meeting Speaker Highlight 📣

Who: Rick Muncrief
Topic: Lessons Learned and What's Next for Tomorrow's Oil & Gas Leaders

We're excited to be joined by former @devonenergy CEO and industry legend Rick Muncrief — don't miss his engaging insights during breakfast on June 5!

Secure your spot. [link in bio]"
17,5,1178082834059076,1.0,The Petroleum Alliance of Oklahoma,"Getting to meet oil and natural gas industry legends is just one of the perks of being a Petroleum Alliance Future Leader. 💪 

Today, our class met with former Alliance Chairman Ronnie Irani. His advice? Be BOLD. Sometimes, it's that simple."
18,1,1058666866373342,1.0,Appalachian Voices,Join us for a workshop on Dominion Energy's proposed gas power plant in Chesterfield County!
18,2,928649099058114,1.0,Clean Energy for Maryland,Gas plants are major sources of pollution & drive up electricity costs. We need clean energy for a safe and healthy future.
18,3,2576730099186714,1.0,The Rational Middle,"A renewable natural gas plant has opened in Pennsylvania. Archaea Energy have opened the renewable natural gas plant in Foster Township, near Hegins. The Aurum Renewables plant can process up to 9,600 standard cubic feet of landfill gas per minute into renewable natural gas, which is enough gas to heat more than 39,000 homes annually"
18,4,442776995366172,1.0,Public Citizen Texas,It's a choice between building a costly methane power plant or a clean energy future to power the capital city. Contact city council members and tell them you want a clean energy future.
18,5,1055702822589876,1.0,Fort Hill Natural Gas Authority,"We look toward a future when renewable energy sources will meet our energy needs, but what can we do now? Choose natural gas!"
19,1,930021462338510,1.0,Blue Marble Stories,"You know what they say - where Texas goes, America follows!

Since 2001, the city of Austin has offered GreenChoice, allowing its citizens to choose 100% clean, renewable electricity.

This program provides power to over 42,000 homes with minimal pollution and complete energy independence from any other state or country.

Today, Texas leads the U.S. in clean, independent energy production. 

And Austin’s energy revenue continues to fund the city’s parks, swimming pools, libraries, police, and firefighters. 

Photographer: Allen Boguslavsky"
19,2,573240208512687,1.0,Instagram User 6547235746,"Every Texan Could Have Free Energy, Plus Every  Citizen in the 10 smallest states!

... Instead they burn it into the sky as waste!
... Wasting ""Our"" Earths limited natural resources!
... Doubling, or more, the pollution of ""Our"" Earth! 
... Just for more personal profits for a very few! 

🌊🫂🐬

Source: TheTexasObserver.Org 2021 Texas Oil Companies Gas-Flaring off-gassing

https://www.texasobserver.org/report-oil-companies-are-burning-off-natural-gas-and-leaving-regulators-in-the-dark/"
19,3,1461208688571115,1.0,Brighten Report,"Companies are drawn to Texas because of the state's affordable, abundant energy supply. Our elected officials need to support all kinds of energy."
19,4,4151497015137563,1.0,Texas Clean Energy by EDPR NA,"If we’ve said it once, we’ve said it a thousand times – everything’s bigger in Texas. 🌟"
19,5,1862294564611889,1.0,ElectricityRates.com,"Texas isn't just about oil and gas anymore! ➡️ Discover how the Lone Star State is leading the world in energy innovation, from battery storage to smart grid systems."
20,1,1688797171701372,1.0,Iowa Farm Bureau,Busting common ethanol myths ⛽ ⬇️
20,2,8847822971959912,1.0,National Corn Growers Association,"Ethanol – a renewable, clean burning fuel – adds billions of gallons to our nation’s fuel supply each year.⛽ 

See how you can add your support for this home-grown fuel."
20,3,1091646329125207,1.0,National Corn Growers Association,Ethanol is a renewable fuel that helps strengthen our nation’s energy independence.
20,4,1197717324631341,1.0,National Corn Growers Association,"Ethanol is a long-term environmental, economic and energy solution. See how policymakers in Washington, D.C. can expand access to this renewable fuel. 🏛️"
20,5,485126481225544,1.0,National Corn Growers Association,"Ethanol is a long-term climate, energy and economic solution that America needs to take full advantage of. 

Learn more about how this renewable fuel can benefit New York."
21,1,845423704244089,1.0,The Atlantic,"Tech is redefining our societal and economic structures. Hear from U.S. Secretary of Transportation Pete Buttigieg on how the future of mobility could drastically change the way people and goods move around the world; Wharton’s Ethan Mollick on the impact of AI on the future of work, creativity, and beyond; and more.
Underwritten by Microsoft."
21,2,1166404618703659,1.0,ProgressNow New Mexico,"Have you heard of Project Jupiter? We took a deep dive into the key players and risks of a massive project that's raising questions in Doña Ana County.
https://progressnownm.org/the-dark-side-of-project-jupiter-unpacking-a-proposed-165b-ai-project-in-southern-nm/"
21,3,1211258073702873,1.0,Tooup AI,"🌍🤖 ""Protect the Earth: How AI Is Saving Our Planet Fast"" 🚀
""Protect the earth"" is not a slogan. It’s a mission. And now, AI is leading the charge faster than we ever imagined.

👉 Drones detect wildfires before flames spread.
👉 Multiverse Computing predicts environmental disasters before they happen.
👉 Smart cities cut pollution while growing green spaces.

Machines think fast. Humans feel deep. Together, we save the planet.

🔥 This is not science fiction. It’s happening right now.
🔥 The question is: Will you act or just watch?

🌟 Dive into the full story:
👉 http://tooup.com/kidlight/protect-the-earth-ai-saving-planet/

🚀 Let's spark a movement. Share YOUR vision of a greener future with us! 💬🌱
Follow us on Facebook and Instagram — because protecting the earth starts with a single voice. Yours. 💚

#ProtectTheEarth #AIForGood #SmartCities #ClimateActionNow #MultiverseComputing #EarthDayEveryDay #GreenTech #SaveOurPlanet"
21,4,548343531317132,1.0,Freedom Asset Advocates,Trump’s “Project Independence” Will Devastate These Stocks. Are They In Your Portfolio?
21,5,3783027902010848,1.0,Intel Developer Zone,"With its computer vision solution powered by Intel Xeon processors, Blue Eco Line is helping to identify, collect, and ultimately remove pollution from rivers. Working with local government organizations, the solution harnesses Roboflow #AI models to monitor waterways around cities and implement autonomous cleaning systems. Learn more: https://intel.ly/4fgivdv"
22,1,1495050998190820,1.0,Close Parish Coal,"At Close Parish Coal, we believe our community is worth every effort—and every measure of protection—from deadly pollution and disaster. The first step to a safer, healthier future? Retire the outdated coal units at WA Parish and make way for clean energy."
22,2,764861059407509,1.0,Clean Up MidAm,The producer of Iowa’s Dirty Secret: The True Cost of Burning Coal joined Talk of Iowa to discuss the documentary and how MidAmerican is misleading Iowans about their coal plants.
22,3,1056629233310461,1.0,Clean Up MidAm,Listen to Sunshine Thomas-Bear highlight the consequences of coal pollution on a recent episode of Talk of Iowa.
22,4,1410505456859370,1.0,Change.org,"Coal mines are leaking pollution into WV water, and taxpayers are paying the price. Urge regulators to act."
22,5,1332485107875054,1.0,Sierra Club,"Every year, coal plants release tons of dangerous, life-threatening pollution into our air.

Demand Georgia Power retire dirty coal today."
23,1,777343201509785,1.0,Ready for 100 MontCo PA,"Join in a day of celebrating the sun and solar energy.

RSVP: https://actionnetwork.org/events/sun-day-philadelphia

Sun Day is a Global Day of Action, celebrating the unstoppable rise of clean energy. We’ll come together to showcase the power of the sun and wind, the energy sources that can power our world without pollution. There will be art, music and educational activities for all ages.

#SunDayOfAction
#SunDayPhilly"
23,2,778742105083592,1.0,Ecotech Solar,"Not sure how to celebrate #SunDay this weekend? 
We recommend celebrating from sunup to sundown, and visiting @[100064434593934:2048:Woods Coffee] at Boulevard Park in the morning, followed by dinner and a beverage at @[100063736413097:2048:Bellingham Cider Company] in the evening! Woods Coffee is powered by solar, fresh-baked treats, and good vibes. Bellingham Cider Company’s production facility and restaurant are 100% solar powered! We can’t think of a better way to bookend Sun Day!

September 21, 2025 is Sun Day, a national day of action to celebrate solar and renewable energy. View our Top 5 Ways to Celebrate Sun Day in the Pacific Northwest and learn more at https://ecotechsolar.com/sun-day-2025-top-5-ways-to-celebrate-in-the-pacific-northwest/

 #SunDay #SolarCelebration"
23,3,28693261160272270,1.0,Cook Inletkeeper,"The exhibits and presentations at the Homer Energy Fair will connect Homer area residents with energy experts, including solar and heat pump installers, Homer Electric Association, Renewable Energy Alaska Project, local weatherization supply vendors, contractors, organizations offering rebates for energy upgrades and more. Enjoy this FREE and family-friendly event and gain resources to make your home or business more energy efficient. 

The Homer Energy Fair is presented by Homer Drawdown. For more information, contact: satchel@inletkeeper.org"
23,4,823576383441071,1.0,Sierra Club - Mid-Missouri Group,"Sun Day in Columbia, MO is being celebrated at Walk for the Climate.   Meet at 1 pm at Boone County Courthouse Plaza.  There will be music and tables available to browse on related topics.  Get information on Solarize Columbia/Boone County.   The rally begins around 1:30 pm, the optional walk around 2 pm.   Bring friends, bring signs although some will be available there.  More at FB event https://www.facebook.com/events/1807826849826302"
23,5,1123564512521960,1.0,West Central Initiative,"☀️ You’re invited! 

Join us and Solar United Neighbors on October 14 from 5-7 p.m. for a free evening of solar inspiration as we toast the success of the Lakes & Prairies Solar Co-op.  

Enjoy a grill-out, hear stories from neighbors who went solar, get tips for powering your own home, and take an insider tour of our brand-new solar installation with a local installer.  

Whether you’re a co-op member, community leader, or curious about going solar, we’d love to see you there. Visit wcif.org/event/solar-celebration/ to RSVP today!"
24,1,1343311357411977,1.0,Ocean Research & Conservation Association,"When grass clippings wash into streets, storm drains, ditches, or canals, they don’t just disappear — they contribute to the muck that smothers the bottom of the lagoon and release nutrients like nitrogen and phosphorus that fuel algae growth."
24,2,1464124861370011,1.0,SELC,"BIG WIN for clean water in the Triangle area of North Carolina.  

@[100069574183939:2048:Sound Rivers] and SELC have reached a settlement with developer Mungo Homes after years of illegal sediment pollution turned local streams orange and threatened Raleigh’s drinking water supply. 

The agreement forces the developer to: 

- Take actions to prevent ongoing pollution into Martin Branch & Hurricane Creek 

- Fund protection of 62 acres in the Lick Creek watershed 

- Pay civil penalties and attorney fees 

This sends a clear message: if you pollute our waterways in the South, you’ll have to face SELC and our local partners. 

“By compelling this developer to contribute to land conservation in the Lick Creek watershed, we are able to turn this egregious environmental harm into a lasting protection for this impaired waterway and the community members who rely on it.” - Samantha Krop, Sound Rivers’ Neuse Riverkeeper 

Learn more: https://www.selc.org/news/a-win-for-water-quality-in-north-carolina/"
24,3,800609465883546,1.0,Charlotte-Mecklenburg Storm Water Services,"We talk a lot about reporting and preventing water pollution, but many people don’t know what falls into that category! Here are 6 common sources of water pollution in our area. Do your part to prevent these things from going into storm drains and report pollutants to 3-1-1 if you see them!"
24,4,806133701896680,1.0,Save the Alewife Brook,"Ask Cambridge to End Sewage Pollution by 2050. 

The Health and Environment Committee of the Cambridge City Council will meet on Tuesday afternoon, from 2 pm to 4 pm, on September 9th. They will discuss the city’s Sewage Pollution Plans. For Alewife Brook, a meaningful plan means a 25-year level of control* for Cambridge’s Combined Sewer Overflows (CSOs). Cambridge’s CSOs dump the most raw sewage into Alewife Brook during rain storms.

You can help! Please send a written comment here: https://savethealewifebrook.org/2025/09/06/ask-cambridge-to-finish-the-job-end-sewage-pollution-by-2050/#emailhealthenvironment 

Or come to the meeting in person or via streaming.
https://www.cambridgema.gov/citycalendar/view.aspx?guid=96e52447763048e4950ef19b8d9b39a1

You can also email them directly - be sure to email the City Clerk, too:
CityCouncil@Cambridgema.gov CityClerk@cambridgema.gov 

Explain why ending sewage pollution is important to you. Feel free to tell the Council your personal story. Ask the Council for action to End to Sewage Pollution by 2050. 

Ask them for a plan that includes a combination of:

Complete Sewer Separation by 2050.
Green Stormwater Infrastructure.
Underground Combined Sewage Storage Tanks.
Engineer a 25-year level of control for the year 2050*

* A 25-year level of control is what engineers often refer to as “virtual” combined sewage elimination. It means that there are no sewage discharges, except in a really big storm that occurs roughly every 25 years. Today’s “25-year storm” has a 4% chance of occurring in any given year, statistically expected once every 25 years. That means around 6 inches of rain in 24-hours, according to the most current rainfall model (NOAA Atlas 14)."
24,5,24481145374908808,1.0,WaterLegacy,"This request to Water Protectors is paraphrased from messages sent by mining interests to “Iron Rangers.”

***Urgent Request to Water Protectors***
Wednesday, SEPTEMBER 3 is YOUR time to shine.

We need every available Water Protector to attend the Sept. 3 MPCA meeting on the wild rice sulfate standard in Virginia, MN at the Iron Trail Motors Event Center (ITMEC).

Whether you harvest wild rice, eat wild-caught fish, or have children and grandchildren, this affects your community and whether or not it can thrive - WE NEED YOUR VOICE!  

Yes, our WaterLegacy leaders from Chisholm, Duluth, and from other Minnesota places affected by sulfate pollution will be there!

LET US KNOW YOU’RE COMING. https://bit.ly/KeetacMeeting   

1. Show up (get there early – by 5:00 pm if you can)
2. Put your name in the drawing to speak on the sulfate standard for 2 minutes - this is a lottery opportunity, so even if you don't want to speak, sign up anyway and cede your time to someone that can speak to the issue – WaterLegacy staff will gladly find another Water Protector to take your place!

United States Steel is hosting an open house event to gather at ITMEC before the MPCA sulfate standard meeting. DON’T LET THEM BE THE ONLY VOICE HEARD.

Also, start NOW and submit your comment to the MPCA quickly and easily online by visiting the WaterLegacy website:
https://bit.ly/KeetacComment

Consider sharing this post to family and friends. Your personal comment will help - thank you!

Thank you for your attention to this matter. WL."
25,1,8027191370708059,1.0,Vote Child Care Fund,"Julia Andrews has a proven track record of standing up for Vermont families and kids. This election is our moment to vote for champions like Julia who will bring us closer to a quality, affordable, and sustainable child care system. Vote for Julia Andrews on August 13!"
25,2,418795643877257,1.0,Vote Child Care Fund,"Emily Long has a proven track record of standing up for Vermont families and kids. This election is our moment to vote for champions like Emily who will bring us closer to a quality, affordable, and sustainable child care system. Vote for Emily Long on August 13!"
25,3,1208148013786517,1.0,Vote Child Care Fund,"Jill Krowinski has a proven track record of standing up for Vermont families and kids. This election is our moment to vote for champions like Jill who will bring us closer to a quality, affordable, and sustainable child care system. Vote for Jill Krowinski on August 13!"
25,4,1022261955951875,1.0,Vote Child Care Fund,"Wendy Harrison has a proven track record of standing up for Vermont families and kids. This election is our moment to vote for champions like Wendy who will bring us closer to a quality, affordable, and sustainable child care system. Vote for Wendy Harrison on August 13!"
25,5,474254268751794,1.0,Vote Child Care Fund,"Mark MacDonald has a proven track record of standing up for Vermont families and kids. This election is our moment to vote for champions like Mark who will bring us closer to a quality, affordable, and sustainable child care system. Vote for Mark MacDonald on August 13!"
